target,model,measurements,dataset_rows,repeat_dataset,period_ms,deadline_misses,deadline_miss_percent,inference_mean_ms,inference_median_ms,inference_min_ms,inference_max_ms,inference_p95_ms,inference_p99_ms,compute_mean_ms,compute_median_ms,compute_min_ms,compute_max_ms,compute_p95_ms,compute_p99_ms,cycle_mean_ms,cycle_median_ms,cycle_min_ms,cycle_max_ms,cycle_p95_ms,cycle_p99_ms,start_jitter_mean_ms,start_jitter_max_ms,lateness_mean_ms,lateness_max_ms,max_cycle_less_than_period,p99_cycle_less_than_80_percent_period,realtime_passed,MAE,MSE,RMSE,R2
MFR,SVR_dataset1_MFR,400,40,10,100,0,0.0,0.7396709800218559,0.7716114996583201,0.37655100004485575,1.17880099969625,0.8857119992626394,0.9608751099858636,1.967577057496328,2.032550999956584,0.962637000156974,3.1459269994229544,2.4659826498918846,2.6801693299785256,2.0985499375228756,2.170428999761498,1.0253399996145163,3.3045170002878876,2.6225797500956105,2.8336745901924587,0.1026509945518228,0.264468999375822,0.0,0.0,True,True,True,0.8646429946225654,1.63633495357699,1.279193086901657,0.90891043243232
DD,SVR_dataset1_DD,400,40,10,100,0,0.0,0.7895551275009893,0.8402125004067784,0.3856630000882433,1.6828699999678065,1.0648427996784449,1.5412844298680273,2.0743667050123804,2.131669999926089,0.9906920004141284,4.483521999645745,2.916667950239569,3.6381204497592985,2.211454875000527,2.279733000250417,1.057321000189404,4.6291329999803565,3.0953221503295936,3.87266040045688,0.10607194489921312,0.35249099983047927,0.0,0.0,True,True,True,1.3716405878356988,5.921010963960568,2.4333127550647013,0.38570720619397014
