target,model,measurements,dataset_rows,repeat_dataset,period_ms,deadline_misses,deadline_miss_percent,inference_mean_ms,inference_median_ms,inference_min_ms,inference_max_ms,inference_p95_ms,inference_p99_ms,compute_mean_ms,compute_median_ms,compute_min_ms,compute_max_ms,compute_p95_ms,compute_p99_ms,cycle_mean_ms,cycle_median_ms,cycle_min_ms,cycle_max_ms,cycle_p95_ms,cycle_p99_ms,start_jitter_mean_ms,start_jitter_max_ms,lateness_mean_ms,lateness_max_ms,max_cycle_less_than_period,p99_cycle_less_than_80_percent_period,realtime_passed,MAE,MSE,RMSE,R2
MFR,SVR_dataset1_MFR,400,40,10,100,0,0.0,0.4121304400007375,0.3978419999839389,0.26580799999464944,1.8483990000959238,0.542534400022987,0.6255284200130969,1.0537971925020884,1.0320490000026439,0.7612880000351652,6.8933910000623655,1.3065889499557668,1.6809209100358653,1.0958227099973783,1.0770490000027166,0.7930570000098669,6.948406999981671,1.359194650063955,1.755202449990065,0.39132612746556106,8.168667999939316,0.0,0.0,True,True,True,0.8646429946225649,1.6363349535769829,1.2791930869016541,0.9089104324323204
