target,model,measurements,dataset_rows,repeat_dataset,period_ms,deadline_misses,deadline_miss_percent,inference_mean_ms,inference_median_ms,inference_min_ms,inference_max_ms,inference_p95_ms,inference_p99_ms,compute_mean_ms,compute_median_ms,compute_min_ms,compute_max_ms,compute_p95_ms,compute_p99_ms,cycle_mean_ms,cycle_median_ms,cycle_min_ms,cycle_max_ms,cycle_p95_ms,cycle_p99_ms,start_jitter_mean_ms,start_jitter_max_ms,lateness_mean_ms,lateness_max_ms,max_cycle_less_than_period,p99_cycle_less_than_80_percent_period,realtime_passed,MAE,MSE,RMSE,R2
DD,SVR_dataset1_DD,400,40,10,100,0,0.0,0.36650513000012097,0.35901149999517656,0.27449799995338253,0.7837590000008277,0.48938324998744065,0.6140530499317265,1.013678892500991,0.9967745000381001,0.7272049999755836,2.4345420000599916,1.2861702499890268,1.5119588399295476,1.0627274300003364,1.047383499951593,0.7660599999326223,2.4894720000929738,1.3510956499658275,1.569050920040808,0.15894685255148033,1.0072339999851465,0.0,0.0,True,True,True,1.3716405878356988,5.921010963960568,2.4333127550647013,0.38570720619397014
