,CV_MAE,CV_STD,CV_Stability,Train_MAE,Train_RMSE,learning_rate,max_depth,min_samples_leaf,min_samples_split,n_estimators
DD,0.8596,0.3203,0.3369,0.2098,0.284,0.05,3.0,2.0,5.0,100.0
