,CV_MAE,CV_STD,CV_Stability,Train_MAE,Train_RMSE,learning_rate,max_depth,min_samples_leaf,min_samples_split,n_estimators
MFR,1.976,0.6534,0.3235,0.3914,0.5489,0.05,3.0,2.0,5.0,100.0
