,CV_MAE,CV_STD,CV_Stability,Train_MAE,Train_RMSE,max_depth,min_samples_leaf,min_samples_split,n_estimators
DD,1.509,0.314,0.2074,1.2659,1.643,3.0,2.0,5.0,100.0
