,CV_MAE,CV_STD,CV_Stability,Train_MAE,Train_RMSE,base_estimator__alpha,max_depth,min_samples_leaf,min_samples_split
DD,0.532,0.2765,0.4887,0.3077,0.4654,0.1,3.0,5.0,10.0
