,CV_MAE,CV_STD,CV_Stability,Train_MAE,Train_RMSE,base_estimator__alpha,max_depth,min_samples_leaf,min_samples_split
MFR,1.3216,0.6504,0.4388,0.687,1.0241,0.1,3.0,5.0,10.0
