,CV_MAE,CV_STD,CV_Stability,Train_MAE,Train_RMSE,max_depth,min_samples_leaf,min_samples_split,n_estimators
MFR,2.9977,0.748,0.2645,1.7902,2.6467,3.0,2.0,5.0,100.0
