Model,Target,MAE,MSE,RMSE,R2,Mean_Time_ms,Min_Time_ms,Max_Time_ms,Std_Time_ms,Total_Time_ms
ExtraTreesRegressor_dataset1_DD,DD,1.142078927358583,3.65946240716193,1.9129721396721726,0.6203382497336292,14.53334400005133,13.084479000099236,22.98338299988245,2.167563533395152,581.3337600020532
SVR_dataset1_DD,DD,1.371640587835699,5.921010963960569,2.433312755064702,0.38570720619397014,0.46761492496898427,0.3032929998880718,1.182930999675591,0.20839180389180378,18.70459699875937
RandomForestRegressor_dataset1_DD,DD,1.5332559372096919,5.221664665305584,2.2850962048249923,0.4582629562598871,14.153388274985446,13.108608000038657,19.164315999660175,1.5359516384971923,566.1355309994178
LinearTreeRegressor_dataset1_DD,DD,1.8959747933262805,11.04176693605481,3.3229154271595314,-0.14556076673215346,0.840461675034021,0.578363999920839,2.1942160001344746,0.4007958269089823,33.61846700136084
SVR_poly_dataset1_poly_DD,DD,2.544383135995988,12.987801705144516,3.6038592793205058,-0.34745789923605286,0.49783585009208764,0.3009040001415997,1.6633699997328222,0.27059958553825114,19.913434003683506
